customer_id,tenure_months,subscription_tier,age_group,region,login_frequency,session_duration,feature_usage_count,days_since_last_login,support_tickets,payment_failures,discount_usage,referrals_made,churned
CUST_002782,22,Premium,18-25,East,17.8,4.0,4,0.9,0.0,0,0,0,0
CUST_002783,47,Basic,26-35,South,18.4,48.3,11,0.1,3.0,0,0,0,0
CUST_002784,18,Basic,18-25,East,12.4,38.3,4,1.8,0.0,1,0,0,0
CUST_002785,23,Standard,26-35,East,3.6,33.4,10,1.2,3.0,0,0,0,0
CUST_002786,3,Standard,26-35,East,4.0,42.0,9,1.4,1.0,1,1,0,0
CUST_002787,38,Basic,36-45,East,1.9,13.4,2,2.6,0.0,2,0,0,1
CUST_002788,2,Premium,56+,South,19.2,43.2,14,0.9,3.0,0,0,2,0
CUST_002789,36,Basic,36-45,East,7.4,41.8,6,4.5,4.0,0,1,0,0
CUST_002790,60,Basic,56+,West,10.0,18.9,10,0.2,0.0,1,0,0,0
CUST_002791,14,Basic,46-55,North,2.8,51.2,8,2.1,3.0,0,1,1,0
CUST_002792,47,Basic,46-55,North,10.0,54.3,13,2.2,2.0,0,0,0,0
CUST_002793,10,Standard,26-35,North,5.6,20.4,5,0.2,1.0,0,0,0,0
CUST_002794,3,Premium,26-35,West,33.6,108.9,15,0.0,1.0,1,1,0,0
CUST_002795,6,Basic,46-55,East,1.4,17.5,2,4.4,1.0,4,0,2,1
CUST_002796,10,Premium,56+,West,3.4,51.9,4,5.0,,0,0,0,0
CUST_002797,1,Standard,36-45,East,6.6,33.8,8,0.6,2.0,1,0,0,0
CUST_002798,11,Basic,18-25,South,6.2,54.2,7,0.1,2.0,1,1,0,0
CUST_002799,47,Standard,46-55,West,17.8,36.5,7,1.2,0.0,1,0,0,0
CUST_002800,2,Basic,26-35,North,5.2,36.2,9,1.5,3.0,0,0,1,0
CUST_002801,18,Standard,18-25,South,27.6,42.0,9,1.4,2.0,2,1,0,0
CUST_002802,28,Basic,46-55,South,3.6,12.1,3,18.6,4.0,2,0,0,1
CUST_002803,34,Standard,36-45,South,3.8,46.8,4,0.3,1.0,0,0,0,0
CUST_002804,38,Basic,36-45,South,5.5,37.3,7,1.6,1.0,0,1,0,0
CUST_002805,8,Standard,56+,North,12.0,33.6,7,0.9,3.0,1,0,0,0
CUST_002806,45,Standard,36-45,North,5.4,3.2,4,3.7,4.0,2,1,0,1
CUST_002807,16,Basic,36-45,South,20.9,25.8,12,1.3,1.0,0,0,0,0
CUST_002808,2,Basic,26-35,West,1.0,13.6,4,0.7,3.0,2,0,0,1
CUST_002809,7,Basic,26-35,North,5.6,13.1,8,1.3,2.0,0,0,1,0
CUST_002810,15,Standard,46-55,South,30.0,34.0,11,5.2,3.0,1,1,1,0
CUST_002811,3,Basic,26-35,North,2.2,27.1,5,3.9,4.0,2,1,0,1
CUST_002812,12,Standard,26-35,East,16.2,18.5,5,5.3,1.0,1,0,0,0
CUST_002813,13,Basic,18-25,East,0.3,7.4,3,3.1,0.0,2,0,0,1
CUST_002814,2,Basic,36-45,West,4.2,17.6,5,0.5,0.0,0,0,1,0
CUST_002815,9,Basic,36-45,West,10.7,89.2,9,4.3,1.0,0,0,1,0
CUST_002816,17,Basic,36-45,South,10.9,32.1,6,4.9,2.0,0,1,0,0
CUST_002817,8,Standard,36-45,North,9.7,19.3,11,3.5,1.0,0,1,0,0
CUST_002818,1,Premium,18-25,North,15.7,59.4,21,1.6,2.0,0,1,1,0
CUST_002819,1,Basic,36-45,West,16.0,31.8,10,4.1,2.0,1,0,0,0
CUST_002820,5,Standard,56+,East,7.4,41.2,5,2.8,0.0,0,1,0,0
CUST_002821,31,Basic,26-35,North,20.4,19.6,8,4.9,0.0,1,0,1,0
CUST_002822,3,Standard,36-45,North,8.1,18.1,9,2.5,,0,1,0,0
CUST_002823,12,Basic,36-45,South,7.4,18.0,7,6.4,1.0,0,1,2,0
CUST_002824,3,Standard,46-55,North,1.4,14.7,6,1.2,1.0,0,0,3,0
CUST_002825,4,Premium,26-35,West,26.9,41.6,9,3.9,0.0,1,0,0,0
CUST_002826,22,Basic,56+,East,1.9,58.4,3,1.5,3.0,0,0,0,0
CUST_002827,15,Standard,36-45,East,14.9,33.5,5,2.3,0.0,0,0,0,0
CUST_002828,1,Basic,46-55,South,12.2,50.3,10,1.8,4.0,1,1,0,0
CUST_002829,6,Basic,26-35,South,20.0,17.2,9,6.8,0.0,0,0,0,0
CUST_002830,1,Basic,46-55,East,0.7,22.5,5,14.5,4.0,0,0,0,1
CUST_002831,7,Basic,46-55,East,23.2,29.2,9,1.7,2.0,1,1,1,0
CUST_002832,13,Basic,26-35,South,2.7,,2,3.6,4.0,2,0,0,1
CUST_002833,1,Basic,26-35,East,2.3,10.4,5,4.7,1.0,4,0,2,1
CUST_002834,4,Basic,36-45,West,2.9,22.3,3,0.5,2.0,0,1,0,0
CUST_002835,6,Basic,18-25,North,6.7,14.8,6,6.5,0.0,0,0,3,0
CUST_002836,30,Standard,46-55,East,9.4,58.7,10,3.9,2.0,1,0,0,0
CUST_002837,59,Premium,18-25,South,16.7,83.4,5,1.7,1.0,0,1,2,0
CUST_002838,1,Basic,26-35,East,5.0,25.9,6,0.2,,0,1,1,0
CUST_002839,17,Basic,36-45,North,2.2,9.9,5,3.1,9.0,0,0,0,1
CUST_002840,5,Basic,18-25,East,24.4,34.6,7,0.1,0.0,1,0,2,0
CUST_002841,5,Premium,56+,North,14.5,24.5,16,0.4,0.0,1,1,0,0
CUST_002842,16,Standard,46-55,North,,57.5,10,6.2,4.0,0,0,1,0
CUST_002843,30,Basic,36-45,East,14.8,31.0,11,1.2,0.0,0,1,1,0
CUST_002844,36,Basic,46-55,East,10.5,51.7,12,9.2,1.0,1,0,1,0
CUST_002845,10,Basic,46-55,West,4.8,25.1,6,0.6,0.0,1,0,0,0
CUST_002846,5,Basic,26-35,East,2.9,6.2,9,2.4,2.0,0,1,1,0
CUST_002847,18,Premium,46-55,East,19.0,27.6,14,3.5,0.0,0,0,1,0
CUST_002848,3,Premium,26-35,East,17.6,15.5,9,4.8,0.0,0,1,1,0
CUST_002849,9,Basic,26-35,South,10.9,26.6,7,0.3,2.0,1,0,0,0
CUST_002850,5,Standard,36-45,North,8.2,12.8,7,2.9,2.0,0,0,0,0
CUST_002851,12,Basic,46-55,North,7.9,21.5,6,1.4,0.0,0,1,0,0
CUST_002852,3,Basic,18-25,North,3.1,52.2,5,0.3,1.0,0,0,0,0
CUST_002853,2,Premium,26-35,South,1.7,12.8,14,1.1,1.0,0,1,2,0
CUST_002854,30,Standard,36-45,West,15.5,32.8,5,3.8,1.0,1,0,1,0
CUST_002855,1,Basic,26-35,West,21.9,25.6,12,1.3,1.0,2,1,1,0
CUST_002856,8,Basic,46-55,West,12.0,13.4,10,1.0,1.0,1,0,0,0
CUST_002857,2,Standard,36-45,West,2.6,56.5,7,3.2,1.0,1,1,2,0
CUST_002858,1,Standard,26-35,South,8.0,49.6,10,6.7,1.0,0,0,1,0
CUST_002859,1,Basic,18-25,North,2.0,9.9,6,1.5,6.0,2,0,0,1
CUST_002860,2,Basic,36-45,East,6.2,20.4,4,4.3,2.0,0,0,3,0
CUST_002861,24,Basic,36-45,West,1.6,11.5,1,19.5,3.0,0,1,1,1
CUST_002862,3,Premium,26-35,South,13.2,,14,0.1,0.0,1,0,0,0
CUST_002863,36,Standard,26-35,East,14.3,38.6,5,1.2,1.0,1,0,0,0
CUST_002864,10,Basic,26-35,North,5.4,21.5,4,30.9,3.0,0,0,0,1
CUST_002865,6,Standard,18-25,South,2.8,10.3,2,15.2,0.0,2,0,0,1
CUST_002866,10,Standard,36-45,South,9.4,36.1,11,2.1,1.0,0,0,0,0
CUST_002867,8,Basic,46-55,South,,32.3,3,7.3,1.0,2,1,1,1
CUST_002868,17,Basic,36-45,West,13.9,47.9,12,1.6,2.0,0,0,0,0
CUST_002869,3,Standard,46-55,North,12.2,48.4,7,1.3,,0,1,0,0
CUST_002870,5,Standard,18-25,West,5.3,13.3,1,13.2,0.0,2,0,0,1
CUST_002871,26,Standard,26-35,North,18.2,31.9,5,1.7,2.0,1,0,1,0
CUST_002872,35,Premium,36-45,West,15.4,70.4,12,4.2,0.0,1,1,1,0
CUST_002873,26,Basic,36-45,East,6.0,60.1,9,4.6,1.0,1,0,0,0
CUST_002874,6,Basic,36-45,East,5.8,55.9,8,11.3,2.0,0,1,1,0
CUST_002875,18,Premium,46-55,North,9.4,12.1,15,2.1,2.0,0,0,0,0
CUST_002876,7,Basic,36-45,East,10.6,31.4,4,0.6,1.0,0,0,0,0
CUST_002877,8,Standard,18-25,West,3.7,40.1,9,2.8,,0,0,1,0
CUST_002878,2,Standard,36-45,North,4.4,117.6,6,0.1,1.0,1,0,1,0
CUST_002879,10,Standard,46-55,North,1.4,7.6,3,3.9,0.0,2,0,0,1
CUST_002880,2,Basic,56+,South,1.8,11.5,3,11.8,3.0,0,0,1,1
CUST_002881,4,Standard,36-45,North,3.6,18.9,2,9.2,1.0,2,0,0,1
CUST_002882,23,Standard,36-45,North,24.0,11.3,12,0.2,2.0,0,0,2,0
CUST_002883,2,Standard,36-45,East,2.7,17.4,7,2.2,3.0,0,0,0,0
CUST_002884,1,Basic,46-55,North,17.4,26.1,8,0.1,1.0,0,0,0,0
CUST_002885,1,Basic,56+,East,4.6,19.3,8,4.6,1.0,0,0,1,0
CUST_002886,33,Basic,46-55,West,16.2,64.6,8,8.2,3.0,0,1,1,0
CUST_002887,8,Basic,36-45,East,6.2,16.4,7,0.9,1.0,0,0,1,0
CUST_002888,6,Basic,18-25,North,10.0,51.3,11,3.8,2.0,1,0,0,0
CUST_002889,19,Premium,46-55,East,15.3,15.3,8,1.7,0.0,0,1,0,0
CUST_002890,21,Standard,46-55,South,6.9,,10,1.1,1.0,1,0,1,0
CUST_002891,4,Standard,46-55,South,6.7,42.2,9,1.5,2.0,1,0,2,0
CUST_002892,14,Standard,18-25,South,21.3,25.3,9,0.1,2.0,0,0,0,0
CUST_002893,17,Basic,36-45,West,8.6,1.5,7,0.5,3.0,0,0,1,0
CUST_002894,12,Premium,26-35,East,9.3,31.7,16,0.8,1.0,0,0,1,0
CUST_002895,1,Basic,46-55,North,30.0,53.2,7,1.0,1.0,0,0,0,0
CUST_002896,25,Basic,26-35,South,30.0,33.1,7,0.9,2.0,0,0,1,0
CUST_002897,9,Basic,36-45,South,30.0,52.6,7,1.4,2.0,0,0,0,0
CUST_002898,3,Premium,26-35,West,1.6,32.2,6,9.9,9.0,4,1,1,1
CUST_002899,6,Premium,18-25,West,,30.6,15,1.6,0.0,0,0,1,0
CUST_002900,1,Basic,36-45,South,9.9,42.7,9,1.0,1.0,1,0,0,0
CUST_002901,1,Premium,18-25,South,33.2,62.6,4,4.8,0.0,0,0,0,0
CUST_002902,17,Basic,36-45,East,4.0,7.6,6,15.1,4.0,2,1,0,1
CUST_002903,1,Basic,56+,South,19.8,36.5,7,1.2,0.0,1,0,1,0
CUST_002904,6,Standard,56+,North,20.8,28.5,10,5.2,1.0,2,1,1,0
CUST_002905,8,Premium,26-35,East,3.4,23.8,4,20.2,,0,1,0,1
CUST_002906,1,Standard,46-55,South,7.0,31.9,13,1.2,0.0,0,0,0,0
CUST_002907,43,Standard,26-35,East,1.4,46.1,6,0.3,1.0,0,0,0,0
CUST_002908,3,Standard,56+,South,2.9,31.4,7,1.6,1.0,0,0,0,0
CUST_002909,4,Standard,46-55,East,3.7,34.4,14,0.5,0.0,0,0,0,0
CUST_002910,4,Premium,18-25,East,1.6,10.0,2,1.4,3.0,2,0,0,1
CUST_002911,3,Standard,26-35,East,4.9,20.2,3,6.3,7.0,4,0,0,1
CUST_002912,1,Premium,26-35,East,1.5,17.6,3,4.1,0.0,2,0,2,1
CUST_002913,15,Premium,46-55,South,25.4,75.0,11,3.8,1.0,2,0,0,0
CUST_002914,40,Basic,26-35,North,22.2,,8,1.6,2.0,1,0,0,0
CUST_002915,3,Standard,36-45,North,10.0,27.2,3,55.9,0.0,0,0,1,1
CUST_002916,13,Basic,36-45,North,12.9,22.8,11,2.7,1.0,1,1,0,0
CUST_002917,16,Basic,56+,North,0.2,51.7,7,1.2,2.0,0,1,0,0
CUST_002918,22,Standard,56+,East,15.2,55.5,10,0.7,1.0,0,1,0,0
CUST_002919,6,Basic,26-35,South,16.3,26.2,3,1.1,1.0,1,0,0,0
CUST_002920,4,Standard,46-55,North,3.6,26.2,8,0.8,2.0,0,0,0,0
CUST_002921,4,Premium,46-55,West,20.4,42.6,8,2.1,4.0,0,0,1,0
CUST_002922,14,Basic,46-55,East,5.4,30.6,1,11.0,4.0,2,1,1,1
CUST_002923,20,Basic,18-25,South,6.1,33.7,9,1.6,0.0,0,1,2,0
CUST_002924,2,Premium,26-35,North,16.1,80.9,4,1.2,0.0,0,0,0,0
CUST_002925,5,Basic,26-35,North,19.7,18.3,8,2.0,2.0,0,0,1,0
CUST_002926,27,Basic,26-35,South,2.3,20.8,3,2.8,6.0,2,0,1,1
CUST_002927,19,Basic,26-35,West,4.6,33.7,10,0.1,2.0,1,0,0,0
CUST_002928,50,Standard,36-45,North,10.6,11.8,9,1.2,2.0,0,0,1,0
CUST_002929,16,Standard,36-45,East,6.1,21.7,8,1.2,2.0,0,0,1,0
CUST_002930,5,Standard,36-45,West,1.5,31.8,4,7.4,0.0,2,0,0,1
CUST_002931,10,Basic,36-45,East,16.6,5.6,6,0.6,1.0,0,0,1,0
CUST_002932,12,Standard,18-25,South,11.0,12.7,12,0.2,1.0,1,0,0,0
CUST_002933,1,Standard,46-55,East,1.0,22.3,7,0.1,2.0,0,1,0,0
CUST_002934,9,Basic,56+,West,14.4,15.5,10,0.4,5.0,1,1,0,0
CUST_002935,14,Standard,36-45,East,13.3,54.1,7,0.1,0.0,0,0,0,0
CUST_002936,2,Standard,46-55,West,9.9,98.9,3,4.4,0.0,0,0,1,0
CUST_002937,18,Standard,18-25,East,3.4,9.2,5,18.5,,2,0,0,1
CUST_002938,10,Basic,46-55,West,6.3,53.6,9,0.5,6.0,0,0,0,0
CUST_002939,36,Basic,18-25,West,12.9,16.1,11,0.3,1.0,1,0,0,0
CUST_002940,1,Basic,26-35,East,2.3,6.6,5,2.9,2.0,0,0,2,0
CUST_002941,3,Basic,26-35,East,11.4,26.0,5,1.2,2.0,0,0,0,0
CUST_002942,11,Standard,36-45,East,13.2,8.0,7,2.8,2.0,1,1,0,0
CUST_002943,4,Basic,26-35,West,16.1,55.4,15,3.9,0.0,1,0,0,0
CUST_002944,15,Standard,36-45,West,4.5,49.5,8,9.0,2.0,0,1,1,0
CUST_002945,17,Basic,26-35,North,5.4,37.3,9,6.7,1.0,0,0,0,0
CUST_002946,1,Basic,46-55,East,12.7,12.3,3,0.3,1.0,0,1,0,0
CUST_002947,8,Standard,36-45,West,4.4,47.3,6,0.1,2.0,0,0,0,0
CUST_002948,8,Basic,26-35,East,2.4,92.9,8,0.2,2.0,1,0,0,0
CUST_002949,5,Premium,26-35,East,,58.4,14,3.3,1.0,0,1,0,0
CUST_002950,32,Basic,46-55,North,26.2,12.4,11,1.8,2.0,0,0,2,0
CUST_002951,21,Basic,26-35,South,8.8,19.3,6,0.8,2.0,0,0,0,0
CUST_002952,14,Standard,36-45,West,0.6,13.8,8,3.1,1.0,2,0,1,1
CUST_002953,15,Standard,36-45,West,4.8,12.8,2,9.5,1.0,2,0,1,1
CUST_002954,7,Basic,26-35,North,6.8,15.7,7,2.4,0.0,0,0,1,0
CUST_002955,30,Basic,26-35,East,3.2,34.3,8,4.2,0.0,0,0,0,0
CUST_002956,14,Standard,36-45,West,2.7,27.9,4,13.6,0.0,2,1,0,1
CUST_002957,15,Premium,26-35,West,33.2,30.0,15,3.2,0.0,0,0,1,0
CUST_002958,23,Premium,26-35,East,2.6,,2,1.2,7.0,2,0,0,1
CUST_002959,3,Basic,18-25,North,24.0,46.8,6,0.7,1.0,0,0,0,0
CUST_002960,19,Premium,26-35,East,12.4,5.0,18,0.9,2.0,0,0,0,0
CUST_002961,2,Basic,26-35,West,6.2,20.9,7,0.3,0.0,0,0,0,0
CUST_002962,5,Basic,56+,East,6.5,28.7,12,6.2,2.0,0,0,1,0
CUST_002963,4,Standard,36-45,West,6.9,28.4,11,1.7,1.0,0,0,1,0
CUST_002964,46,Basic,46-55,South,23.3,20.1,4,1.0,5.0,2,0,1,0
CUST_002965,23,Basic,18-25,West,0.4,13.6,3,0.0,3.0,2,0,0,1
CUST_002966,14,Basic,18-25,West,3.1,9.3,4,34.3,0.0,0,0,1,1
CUST_002967,15,Basic,46-55,East,3.4,5.8,3,10.6,4.0,2,0,0,1
CUST_002968,9,Standard,36-45,West,6.6,15.1,6,28.4,0.0,4,1,0,1
CUST_002969,35,Standard,26-35,West,8.0,23.2,8,0.6,2.0,0,0,0,0
CUST_002970,8,Basic,26-35,West,8.6,46.7,8,0.1,1.0,1,1,0,0
CUST_002971,5,Standard,36-45,East,24.8,13.6,4,1.4,1.0,1,0,1,0
CUST_002972,2,Premium,46-55,East,13.1,46.3,8,0.9,2.0,0,1,0,0
CUST_002973,18,Standard,18-25,South,2.9,16.9,3,27.8,1.0,0,0,1,1
CUST_002974,15,Basic,36-45,South,8.5,16.2,5,0.1,4.0,0,0,2,0
CUST_002975,5,Premium,46-55,East,13.4,37.3,23,0.3,1.0,1,0,1,0
CUST_002976,1,Standard,56+,East,2.3,26.2,6,0.2,1.0,0,1,1,0
CUST_002977,21,Basic,46-55,North,17.6,27.2,5,5.5,0.0,0,0,0,0
CUST_002978,1,Basic,26-35,West,11.2,25.5,6,1.7,2.0,0,0,0,0
CUST_002979,14,Basic,46-55,East,3.7,24.7,5,2.1,2.0,0,1,0,0
CUST_002980,42,Standard,46-55,East,5.4,14.6,5,1.8,1.0,4,0,1,1
CUST_002981,6,Basic,46-55,South,0.9,18.8,2,0.9,1.0,2,0,0,1
CUST_002982,3,Standard,46-55,North,11.9,,10,3.5,0.0,1,0,1,0
CUST_002983,14,Basic,56+,West,13.7,24.8,5,7.8,0.0,0,1,0,0
CUST_002984,20,Premium,18-25,South,43.8,55.4,8,5.3,1.0,1,0,0,0
CUST_002985,9,Basic,18-25,East,3.7,20.9,4,4.0,1.0,0,1,1,0
CUST_002986,40,Premium,46-55,East,13.0,54.5,2,1.4,1.0,0,0,0,0
CUST_002987,1,Premium,26-35,East,11.3,25.3,9,7.9,2.0,0,0,0,0
CUST_002988,8,Basic,18-25,East,5.0,61.7,9,7.8,0.0,0,0,0,0
CUST_002989,15,Basic,26-35,North,1.9,8.9,4,6.3,3.0,2,0,0,1
CUST_002990,23,Basic,46-55,South,7.3,36.7,7,1.5,2.0,0,1,0,0
CUST_002991,2,Premium,18-25,East,13.6,12.8,8,3.8,1.0,1,0,0,0
CUST_002992,19,Standard,36-45,West,5.5,36.4,13,2.5,1.0,0,0,0,0
CUST_002993,9,Basic,18-25,South,10.8,18.9,8,1.3,1.0,0,1,1,0
CUST_002994,6,Basic,18-25,North,8.1,39.7,4,2.4,1.0,1,0,0,0
CUST_002995,1,Basic,26-35,North,3.5,39.6,8,0.7,,1,0,0,0
CUST_002996,24,Premium,18-25,East,22.3,47.6,16,3.3,1.0,1,0,0,0
CUST_002997,2,Standard,46-55,South,14.1,29.6,11,7.2,2.0,0,0,2,0
CUST_002998,4,Premium,46-55,North,,26.9,9,2.3,0.0,1,0,1,0
CUST_002999,4,Basic,46-55,East,0.6,33.5,6,1.2,2.0,0,0,1,0
CUST_003000,24,Basic,26-35,North,0.9,34.2,3,19.8,4.0,2,0,0,1
CUST_003001,13,Premium,36-45,East,27.2,17.9,5,3.0,1.0,0,0,0,0
CUST_003002,19,Basic,26-35,South,25.3,15.9,7,2.2,1.0,0,0,0,0
CUST_003003,3,Premium,26-35,West,25.4,20.6,7,1.6,5.0,1,0,0,0
CUST_003004,11,Basic,36-45,North,4.3,9.2,7,2.4,3.0,0,0,1,0
CUST_003005,10,Basic,46-55,South,14.3,38.1,11,2.1,1.0,1,0,1,0
CUST_003006,21,Standard,18-25,West,13.2,16.5,11,5.1,0.0,0,1,1,0
CUST_003007,28,Premium,26-35,South,20.0,54.5,9,6.8,0.0,1,0,0,0
CUST_003008,1,Premium,56+,East,11.7,25.0,18,4.6,,0,0,0,0
CUST_003009,13,Basic,26-35,South,,19.8,9,1.2,2.0,0,0,0,0
CUST_003010,1,Basic,56+,North,2.0,48.3,16,2.8,1.0,1,0,0,0
CUST_003011,9,Standard,56+,East,30.0,15.1,7,7.8,0.0,1,1,2,0
CUST_003012,4,Standard,36-45,West,0.9,8.1,4,16.4,0.0,4,0,1,1
CUST_003013,4,Standard,26-35,South,2.7,45.9,3,14.4,7.0,4,0,0,1
CUST_003014,5,Basic,46-55,East,30.0,22.6,6,1.1,2.0,1,0,2,0
CUST_003015,11,Premium,26-35,East,9.8,25.7,22,3.1,0.0,0,0,0,0
CUST_003016,4,Standard,26-35,South,7.3,27.4,11,2.4,1.0,1,1,0,0
CUST_003017,15,Standard,46-55,East,8.2,11.3,8,1.9,3.0,0,0,0,0
CUST_003018,6,Standard,26-35,South,4.6,6.3,4,28.8,3.0,0,0,0,1
CUST_003019,1,Basic,26-35,South,3.2,47.0,4,1.3,1.0,0,1,1,0
CUST_003020,18,Premium,36-45,South,19.3,17.3,9,0.8,0.0,1,1,1,0
CUST_003021,4,Standard,46-55,West,12.4,31.5,3,2.5,1.0,1,0,1,0
CUST_003022,6,Premium,18-25,South,11.3,45.5,11,0.3,0.0,2,1,1,0
CUST_003023,13,Premium,26-35,East,17.3,25.0,11,4.0,1.0,1,0,0,0
CUST_003024,4,Standard,26-35,North,4.0,3.4,7,0.0,2.0,0,1,1,0
CUST_003025,1,Standard,26-35,South,22.2,26.3,6,0.6,2.0,1,0,1,0
CUST_003026,5,Basic,46-55,East,30.0,17.0,7,12.3,3.0,0,0,0,0
CUST_003027,34,Basic,46-55,West,5.7,68.0,8,0.5,0.0,0,0,1,0
CUST_003028,12,Basic,36-45,South,8.6,16.6,13,0.1,2.0,1,1,1,0
CUST_003029,13,Basic,18-25,South,1.6,20.9,5,1.6,1.0,4,1,0,1
CUST_003030,12,Basic,18-25,West,13.4,10.6,10,0.9,2.0,0,1,0,0
CUST_003031,2,Basic,26-35,North,5.7,33.3,14,0.3,1.0,0,0,2,0
CUST_003032,6,Basic,26-35,East,2.9,16.0,4,2.0,3.0,4,0,0,1
CUST_003033,16,Basic,18-25,East,,48.6,8,2.0,1.0,0,0,0,0
CUST_003034,1,Basic,26-35,East,9.8,25.3,7,1.6,1.0,0,0,0,0
CUST_003035,3,Basic,18-25,West,4.2,11.0,9,0.3,1.0,0,1,1,0
CUST_003036,3,Standard,46-55,East,0.5,9.6,6,2.3,3.0,2,1,1,1
CUST_003037,6,Standard,46-55,South,6.0,71.5,5,3.5,0.0,0,0,0,0
CUST_003038,47,Basic,36-45,South,1.9,20.4,13,1.7,2.0,0,0,1,0
CUST_003039,1,Standard,18-25,South,15.0,2.6,6,1.0,0.0,0,0,0,0
CUST_003040,8,Standard,46-55,North,7.1,22.3,5,0.4,1.0,0,1,0,0
CUST_003041,2,Basic,56+,West,5.4,19.4,13,1.4,1.0,0,0,0,0
CUST_003042,42,Standard,26-35,North,2.1,7.8,2,9.0,4.0,0,0,0,1
CUST_003043,1,Premium,46-55,East,15.0,26.7,9,1.6,1.0,0,0,2,0
CUST_003044,6,Standard,46-55,East,6.6,43.1,12,2.0,1.0,0,1,0,0
CUST_003045,16,Basic,36-45,West,14.8,23.6,8,4.1,2.0,0,0,1,0
CUST_003046,14,Standard,26-35,East,7.0,11.2,6,0.5,0.0,0,0,2,0
CUST_003047,6,Basic,36-45,East,14.5,16.1,7,6.5,3.0,0,0,2,0
CUST_003048,5,Standard,36-45,South,2.7,22.6,2,12.6,4.0,2,0,4,1
CUST_003049,6,Premium,26-35,East,14.7,40.5,15,1.6,1.0,1,1,0,0
CUST_003050,3,Standard,56+,South,1.3,16.3,4,7.5,6.0,0,1,0,1
CUST_003051,2,Premium,46-55,West,11.3,48.3,8,2.0,4.0,1,0,2,0
CUST_003052,7,Basic,26-35,North,22.9,16.3,7,0.3,1.0,1,0,0,0
CUST_003053,3,Premium,36-45,South,4.2,67.0,9,0.4,1.0,1,0,2,0
CUST_003054,4,Standard,36-45,South,12.1,63.7,11,0.1,1.0,1,0,0,0
CUST_003055,12,Basic,18-25,West,23.2,24.7,4,0.1,2.0,0,0,0,0
CUST_003056,41,Standard,26-35,East,2.3,36.0,2,20.7,3.0,4,0,0,1
CUST_003057,11,Basic,56+,North,6.3,36.9,9,0.5,2.0,1,0,1,0
CUST_003058,1,Basic,36-45,North,4.5,18.7,6,0.5,2.0,0,1,0,0
CUST_003059,1,Standard,26-35,South,14.3,8.0,5,4.1,2.0,0,0,2,0
CUST_003060,36,Basic,18-25,South,15.1,28.7,5,2.8,0.0,0,0,0,0
CUST_003061,4,Standard,36-45,East,19.4,15.7,6,5.9,0.0,0,1,1,0
CUST_003062,1,Basic,36-45,South,24.6,38.0,9,4.0,1.0,0,1,0,0
CUST_003063,10,Basic,26-35,East,,17.9,9,3.6,,0,1,1,0
CUST_003064,11,Premium,36-45,South,22.3,25.8,8,3.0,4.0,0,0,0,0
CUST_003065,12,Basic,18-25,West,20.3,40.4,6,0.5,1.0,2,0,1,0
CUST_003066,3,Standard,18-25,South,18.1,21.0,10,3.8,0.0,0,0,1,0
CUST_003067,1,Standard,36-45,East,4.0,6.9,9,3.0,3.0,0,0,0,0
CUST_003068,40,Standard,18-25,East,14.4,30.4,10,2.5,0.0,0,0,0,0
CUST_003069,3,Premium,46-55,South,21.8,83.0,9,4.1,1.0,1,0,0,0
CUST_003070,13,Standard,18-25,South,6.3,17.3,9,0.4,0.0,0,0,3,0
CUST_003071,14,Basic,36-45,South,9.9,22.0,4,4.1,0.0,0,1,0,0
CUST_003072,11,Premium,26-35,North,0.6,26.0,7,12.4,1.0,2,1,3,1
CUST_003073,4,Basic,26-35,South,11.9,27.6,6,0.6,2.0,0,0,0,0
CUST_003074,3,Standard,46-55,South,7.6,48.6,6,3.6,1.0,0,1,0,0
CUST_003075,10,Premium,36-45,North,13.2,71.4,19,6.7,2.0,0,1,2,0
CUST_003076,24,Standard,46-55,South,7.9,32.9,7,0.4,1.0,0,0,1,0
CUST_003077,35,Standard,36-45,South,7.3,24.6,12,3.8,1.0,0,1,0,0
CUST_003078,1,Standard,36-45,North,2.7,21.0,6,3.2,1.0,0,0,1,0
CUST_003079,2,Standard,46-55,North,2.6,14.7,5,1.5,3.0,5,1,0,1
CUST_003080,34,Premium,36-45,East,17.5,68.9,11,1.0,1.0,0,1,2,0
CUST_003081,16,Basic,36-45,East,18.9,14.1,8,10.7,3.0,0,0,1,0
CUST_003082,25,Basic,46-55,West,4.0,51.5,5,1.4,1.0,0,0,1,0
CUST_003083,2,Basic,56+,North,5.2,12.8,5,19.9,1.0,2,0,0,1
CUST_003084,10,Standard,26-35,North,8.4,60.0,7,1.1,1.0,0,0,0,0
CUST_003085,14,Basic,36-45,North,18.0,11.8,6,0.3,3.0,1,0,1,0
CUST_003086,13,Basic,18-25,East,7.6,52.3,4,5.0,2.0,0,0,1,0
CUST_003087,6,Basic,26-35,East,22.7,26.2,7,6.3,0.0,2,0,1,0
CUST_003088,1,Premium,26-35,South,10.4,87.8,15,0.7,0.0,1,0,0,0
CUST_003089,10,Standard,46-55,West,,8.2,3,3.4,3.0,2,0,2,1
CUST_003090,3,Basic,36-45,East,2.2,28.6,4,2.4,4.0,2,0,0,1
CUST_003091,7,Basic,46-55,West,13.7,33.6,4,7.1,1.0,0,0,0,0
CUST_003092,37,Basic,18-25,North,21.1,36.6,8,1.0,1.0,1,0,1,0
